best_duplicate_pair_score,combined_anomaly_score,connected_components_26,duplicate_conflict_score,evidence_coverage,evidence_scope,evidence_supported_voxels,fragmentation_rank,fragmentation_score,gt_dominant_fraction,gt_dominant_id,gt_dominant_label,gt_eligible_member_observations,gt_false_split_incident,gt_identity_error,gt_overlap_hist,gt_overmerge,gt_overmerge_cross_class,gt_overmerge_same_class,gt_second_fraction,gt_second_id,gt_second_label,gt_substantial_instances,gt_supported_fraction,gt_supported_voxels,has_association_evidence_error,has_mask_evidence_error,is_background,label_hist,label_vote_entropy,largest_component_fraction,major_connected_components_26,major_label_region_count,mean_seen_count,mean_voxel_disagreement,median_seen_count,member_observations,mixed_mask_fraction,mixed_mask_observations,nonspatial_label_score,num_detections,object_index,object_uid,object_voxels,owner_label_entropy,predicted_label,primary_evidence_label,primary_evidence_label_id,pure_member_observations,scene,second_evidence_label,second_evidence_label_id,second_label_largest_region_fraction,semantic_conflict_score,stable_evidence_voxels,voxel_majority_entropy,voxel_majority_second_fraction,voxel_majority_top_fraction,voxel_size_m,wrong_association_fraction,wrong_association_observations
0.5095825117351044,0.5606060606060606,1,0.5606060606060606,1.0,final_members_only,60,0.5151515151515151,0.0,0.95,10,ceiling,207,True,True,"[{""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 0.95, ""voxels"": 57}, {""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.9166666666666666, ""voxels"": 55}, {""gt_id"": 61, ""gt_label"": ""chair"", ""pred_fraction"": 0.9, ""voxels"": 54}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 0.8166666666666667, ""voxels"": 49}, {""gt_id"": 51, ""gt_label"": ""wall"", ""pred_fraction"": 0.03333333333333333, ""voxels"": 2}]",True,True,False,0.9166666666666666,4,chair,4,0.9833333333333333,59,True,True,False,"{""123"": 17, ""142"": 11, ""16"": 1759, ""165"": 1008, ""183"": 5587, ""184"": 232, ""27"": 10, ""94"": 37}",0.48361702506252213,1.0,1,1,144.35,0.35044217790482235,179.0,207,0.17391304347826086,36,0.8484848484848485,207,0,4d32d276-88ef-401e-9008-00043c5c2433,60,0.7067190731915689,trash bin,trash bin,183,171,office0,storage bin,165,0.016666666666666666,0.5,60,0.1222915970693747,0.016666666666666666,0.9833333333333333,0.1,0.7309941520467836,125
0.7371665607408437,0.7272727272727273,1,0.7121212121212122,1.0,final_members_only,412,0.5151515151515151,0.0,0.8592233009708737,4,chair,240,True,True,"[{""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.8592233009708737, ""voxels"": 354}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 0.8058252427184466, ""voxels"": 332}, {""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 0.5072815533980582, ""voxels"": 209}, {""gt_id"": 51, ""gt_label"": ""wall"", ""pred_fraction"": 0.470873786407767, ""voxels"": 194}, {""gt_id"": 8, ""gt_label"": ""wall"", ""pred_fraction"": 0.4538834951456311, ""voxels"": 187}, {""gt_id"": 61, ""gt_label"": ""chair"", ""pred_fraction"": 0.25728155339805825, ""voxels"": 106}, {""gt_id"": 9, ""gt_label"": ""sofa"", ""pred_fraction"": 0.18932038834951456, ""voxels"": 78}, {""gt_id"": 52, ""gt_label"": ""other-leaf"", ""pred_fraction"": 0.019417475728155338, ""voxels"": 8}, {""gt_id"": 64, ""gt_label"": ""tablet"", ""pred_fraction"": 0.019417475728155338, ""voxels"": 8}, {""gt_id"": 7, ""gt_label"": ""sofa"", ""pred_fraction"": 0.0024271844660194173, ""voxels"": 1}]",True,True,False,0.8058252427184466,58,table,7,0.9927184466019418,409,True,True,False,"{""114"": 63, ""123"": 19, ""125"": 519, ""14"": 1511, ""159"": 34774, ""53"": 17118, ""58"": 581}",0.43855992097101604,1.0,1,2,132.4878640776699,0.3308890098198557,157.0,240,0.6125,147,0.696969696969697,240,1,f3bcde54-e766-4931-ae65-6c52d5db6d46,412,0.6154682613599872,sofa chair,sofa chair,159,93,office0,couch,53,0.11463414634146342,0.7272727272727273,410,0.28727399287812144,0.11893203883495146,0.8762135922330098,0.1,0.5161290322580645,48
0.5095825117351044,0.9090909090909091,1,0.5606060606060606,1.0,final_members_only,69,0.5151515151515151,0.0,1.0,10,ceiling,307,True,True,"[{""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 1.0, ""voxels"": 69}, {""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.8695652173913043, ""voxels"": 60}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 0.782608695652174, ""voxels"": 54}, {""gt_id"": 61, ""gt_label"": ""chair"", ""pred_fraction"": 0.6956521739130435, ""voxels"": 48}]",True,True,False,0.8695652173913043,4,chair,4,1.0,69,True,True,False,"{""120"": 8, ""123"": 11, ""125"": 61, ""132"": 23, ""142"": 235, ""16"": 3409, ""165"": 1897, ""183"": 5400, ""184"": 243, ""27"": 209, ""58"": 30, ""94"": 747}",0.588619613302938,1.0,1,2,177.8695652173913,0.5533012204846096,210.0,307,0.4560260586319218,140,0.8181818181818182,307,2,a66971cb-acd9-4720-9778-9505861322ca,69,0.6872412516060208,trash bin,trash bin,183,167,office0,bin,16,0.057971014492753624,0.9090909090909091,69,0.2675329879507169,0.057971014492753624,0.9130434782608695,0.1,0.49700598802395207,83
0.031453609533481766,0.5454545454545454,1,0.3484848484848485,1.0,final_members_only,91,0.5151515151515151,0.0,0.0,,,225,False,False,[],False,False,False,0.0,,,0,0.0,0,False,True,False,"{""1"": 160, ""113"": 48, ""159"": 1344, ""164"": 616, ""37"": 10263, ""58"": 21, ""77"": 4092}",0.5336673270684296,1.0,1,1,181.8021978021978,0.386161306615526,200.0,225,0.5333333333333333,120,0.6060606060606061,225,3,d556506a-49aa-4a6e-8c3b-1cd841b4bdf4,91,0.5914293361841719,chair,chair,37,105,office0,sofa chair,159,0.011111111111111112,0.5454545454545454,90,0.08728058888363333,0.01098901098901099,0.989010989010989,0.1,0.0,0
0.8261213241281808,0.7727272727272727,1,0.7727272727272727,1.0,final_members_only,383,0.5151515151515151,0.0,0.7754569190600522,4,chair,159,True,True,"[{""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.7754569190600522, ""voxels"": 297}, {""gt_id"": 66, ""gt_label"": ""tv-screen"", ""pred_fraction"": 0.38642297650130547, ""voxels"": 148}, {""gt_id"": 24, ""gt_label"": ""wall"", ""pred_fraction"": 0.3733681462140992, ""voxels"": 143}, {""gt_id"": 12, ""gt_label"": ""table"", ""pred_fraction"": 0.3185378590078329, ""voxels"": 122}, {""gt_id"": 5, ""gt_label"": ""rug"", ""pred_fraction"": 0.2297650130548303, ""voxels"": 88}, {""gt_id"": 30, ""gt_label"": ""anonymize_picture"", ""pred_fraction"": 0.21409921671018275, ""voxels"": 82}, {""gt_id"": 3, ""gt_label"": ""anonymize_picture"", ""pred_fraction"": 0.06527415143603134, ""voxels"": 25}, {""gt_id"": 57, ""gt_label"": ""clock"", ""pred_fraction"": 0.04177545691906005, ""voxels"": 16}, {""gt_id"": 11, ""gt_label"": ""camera"", ""pred_fraction"": 0.02610966057441253, ""voxels"": 10}, {""gt_id"": 25, ""gt_label"": ""wall-plug"", ""pred_fraction"": 0.02349869451697128, ""voxels"": 9}, {""gt_id"": 31, ""gt_label"": ""wall-plug"", ""pred_fraction"": 0.015665796344647518, ""voxels"": 6}, {""gt_id"": 45, ""gt_label"": ""wall-plug"", ""pred_fraction"": 0.015665796344647518, ""voxels"": 6}]",True,True,False,0.38642297650130547,66,tv-screen,7,0.9895561357702349,379,True,True,False,"{""108"": 445, ""121"": 26, ""123"": 160, ""132"": 176, ""135"": 432, ""136"": 345, ""160"": 959, ""187"": 29488, ""77"": 6}",0.18662019208615463,1.0,1,2,83.64751958224544,0.07528813273424097,91.0,159,0.8930817610062893,142,0.45454545454545453,159,4,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,383,0.28723367606738764,tv,tv,187,17,office0,speaker,160,0.024128686327077747,0.5757575757575758,373,0.12371984534902013,0.02610966057441253,0.9660574412532638,0.1,1.0,17
0.8661607283103124,0.9242424242424242,1,0.9242424242424242,1.0,final_members_only,125,0.5151515151515151,0.0,0.456,51,wall,218,False,True,"[{""gt_id"": 51, ""gt_label"": ""wall"", ""pred_fraction"": 0.456, ""voxels"": 57}]",False,False,False,0.0,,,1,0.456,57,True,True,False,"{""109"": 90, ""117"": 12, ""119"": 8, ""128"": 245, ""159"": 148, ""165"": 6, ""172"": 1647, ""173"": 16, ""174"": 643, ""182"": 82, ""21"": 362, ""23"": 9, ""24"": 47, ""25"": 91, ""48"": 7826, ""53"": 83, ""56"": 48, ""60"": 4581, ""61"": 327, ""70"": 34, ""81"": 12, ""93"": 42}",0.49711377978720267,1.0,1,3,130.872,0.47282601877389074,164.0,218,0.7752293577981652,169,0.6666666666666666,218,5,6e93297f-d5b9-47be-b76d-dcbc7c95cea2,125,0.6076938957799232,coffee table,coffee table,48,49,office0,tissue box,174,0.1,0.7878787878787878,120,0.5432417455856534,0.096,0.784,0.1,0.9183673469387755,45
0.0,0.8787878787878788,1,0.10606060606060606,1.0,final_members_only,2,0.5151515151515151,0.0,1.0,4,chair,31,False,True,"[{""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 1.0, ""voxels"": 2}, {""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 1.0, ""voxels"": 2}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 1.0, ""voxels"": 2}, {""gt_id"": 61, ""gt_label"": ""chair"", ""pred_fraction"": 0.5, ""voxels"": 1}]",False,False,False,1.0,10,ceiling,0,1.0,2,True,True,False,"{""120"": 16, ""123"": 4, ""132"": 46, ""16"": 18, ""165"": 8, ""183"": 21, ""184"": 2, ""94"": 5}",0.82732240309902,1.0,0,0,60.0,0.5193312434691745,60.0,31,0.06451612903225806,2,1.0,31,6,9936e87a-c6b9-419e-9727-762ac54652c1,2,0.8238116333123173,power outlet,power outlet,132,29,office0,,,0.0,0.8787878787878788,2,0.0,0.0,1.0,0.1,1.0,29
0.8591683414428032,0.8636363636363636,1,0.8636363636363636,1.0,final_members_only,397,0.5151515151515151,0.0,0.889168765743073,10,ceiling,150,True,True,"[{""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 0.889168765743073, ""voxels"": 353}, {""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.7002518891687658, ""voxels"": 278}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 0.380352644836272, ""voxels"": 151}, {""gt_id"": 21, ""gt_label"": ""lamp"", ""pred_fraction"": 0.16120906801007556, ""voxels"": 64}, {""gt_id"": 61, ""gt_label"": ""chair"", ""pred_fraction"": 0.1309823677581864, ""voxels"": 52}, {""gt_id"": 17, ""gt_label"": ""vent"", ""pred_fraction"": 0.08816120906801007, ""voxels"": 35}, {""gt_id"": 32, ""gt_label"": ""undefined"", ""pred_fraction"": 0.020151133501259445, ""voxels"": 8}, {""gt_id"": 14, ""gt_label"": ""undefined"", ""pred_fraction"": 0.012594458438287154, ""voxels"": 5}]",True,True,False,0.7002518891687658,4,chair,6,1.0,397,True,True,False,"{""108"": 132, ""121"": 7, ""123"": 46, ""136"": 165, ""160"": 10, ""190"": 17, ""40"": 17751, ""42"": 13280, ""65"": 1862}",0.42260922231886994,1.0,1,1,83.80352644836272,0.4621788503902431,63.0,150,0.7333333333333333,110,0.5757575757575758,150,7,f9871d19-ba20-4689-b1c9-3637d885018c,397,0.5786477719612787,closet door,closet door,40,40,office0,picture,123,0.005050505050505051,0.696969696969697,396,0.05835369568336599,0.005037783375314861,0.9874055415617129,0.1,0.9,36
0.031453609533481766,0.9393939393939394,1,0.3484848484848485,1.0,final_members_only,98,0.5151515151515151,0.0,0.20408163265306123,35,panel,246,False,True,"[{""gt_id"": 35, ""gt_label"": ""panel"", ""pred_fraction"": 0.20408163265306123, ""voxels"": 20}, {""gt_id"": 50, ""gt_label"": ""switch"", ""pred_fraction"": 0.1836734693877551, ""voxels"": 18}, {""gt_id"": 46, ""gt_label"": ""undefined"", ""pred_fraction"": 0.1326530612244898, ""voxels"": 13}, {""gt_id"": 36, ""gt_label"": ""switch"", ""pred_fraction"": 0.08163265306122448, ""voxels"": 8}, {""gt_id"": 51, ""gt_label"": ""wall"", ""pred_fraction"": 0.01020408163265306, ""voxels"": 1}]",True,True,False,0.1836734693877551,50,switch,4,0.2755102040816326,27,True,True,False,"{""1"": 73, ""103"": 67, ""113"": 604, ""114"": 767, ""159"": 1085, ""164"": 1094, ""171"": 82, ""25"": 81, ""37"": 6701, ""58"": 32, ""77"": 5168}",0.6197522767593029,1.0,1,1,160.75510204081633,0.5572041922022797,180.5,246,0.9796747967479674,241,0.7575757575757576,246,8,9d5b4b06-4665-481a-953c-e71ecb925abd,98,0.6283395737741961,chair,chair,37,5,office0,folded chair,77,0.020618556701030927,0.9393939393939394,97,0.2651774798654065,0.04081632653061224,0.9183673469387755,0.1,1.0,5
0.8261213241281808,1.0,1,0.7727272727272727,1.0,final_members_only,29,0.5151515151515151,0.0,1.0,4,chair,66,True,True,"[{""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 1.0, ""voxels"": 29}, {""gt_id"": 12, ""gt_label"": ""table"", ""pred_fraction"": 1.0, ""voxels"": 29}, {""gt_id"": 66, ""gt_label"": ""tv-screen"", ""pred_fraction"": 0.6206896551724138, ""voxels"": 18}, {""gt_id"": 24, ""gt_label"": ""wall"", ""pred_fraction"": 0.5517241379310345, ""voxels"": 16}, {""gt_id"": 25, ""gt_label"": ""wall-plug"", ""pred_fraction"": 0.10344827586206896, ""voxels"": 3}, {""gt_id"": 31, ""gt_label"": ""wall-plug"", ""pred_fraction"": 0.034482758620689655, ""voxels"": 1}]",True,True,False,1.0,12,table,5,1.0,29,True,True,False,"{""132"": 176, ""135"": 432, ""160"": 959, ""187"": 1449}",0.8372412937853334,1.0,1,2,104.0,0.5014239030474213,111.0,66,0.4696969696969697,31,0.9696969696969697,66,9,c4bd14d3-0681-4b6f-b5a6-0caddcae1b24,29,0.819164594835246,speaker,tv,187,35,office0,speaker,160,0.3103448275862069,1.0,29,0.9293636260137188,0.3448275862068966,0.6551724137931034,0.1,0.7428571428571429,26
